instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,temp_real,atemp_real,hum_real,windspeed_real
193,2011-07-12,3,0,7,0,2,1,1,0.922,0.739275,0.559167,0.200254,662,3596,4258,37.802,36.96375,55.9167,13.417017999999999
194,2011-07-13,3,0,7,0,3,1,1,0.867,0.689404,0.631667,0.146133,748,3594,4342,35.547,34.4702,63.1667,9.790911000000001
195,2011-07-14,3,0,7,0,4,1,1,0.79,0.635104,0.47625,0.240667,888,4196,5084,32.39,31.7552,47.625,16.124689
196,2011-07-15,3,0,7,0,5,1,1,0.77,0.624371,0.59125,0.182833,1318,4220,5538,31.57,31.21855,59.12500000000001,12.249811
197,2011-07-16,3,0,7,0,6,0,1,0.797,0.638263,0.585,0.208342,2418,3505,5923,32.677,31.91315,58.5,13.958914
198,2011-07-17,3,0,7,0,0,0,1,0.835,0.669833,0.604167,0.245033,2006,3296,5302,34.235,33.49165,60.4167,16.417211
199,2011-07-18,3,0,7,0,1,1,1,0.867,0.703925,0.65125,0.215804,841,3617,4458,35.547,35.19625,65.125,14.458867999999999
200,2011-07-19,3,0,7,0,2,1,1,0.901,0.747479,0.650417,0.1306,752,3789,4541,36.941,37.37395,65.0417,8.7502
201,2011-07-20,3,0,7,0,3,1,1,0.892,0.74685,0.707083,0.113817,644,3688,4332,36.572,37.3425,70.70830000000001,7.625739
202,2011-07-21,3,0,7,0,4,1,2,0.946,0.826371,0.69125,0.222021,632,3152,3784,38.786,41.31855,69.125,14.875407
203,2011-07-22,3,0,7,0,5,1,1,0.985,0.840896,0.580417,0.1331,562,2825,3387,40.385,42.0448,58.0417,8.9177
204,2011-07-23,3,0,7,0,6,0,1,0.985,0.804287,0.5,0.131221,987,2298,3285,40.385,40.214349999999996,50.0,8.791807
205,2011-07-24,3,0,7,0,0,0,1,0.963,0.794829,0.550833,0.169171,1050,2556,3606,39.483,39.74145,55.0833,11.334456999999999
206,2011-07-25,3,0,7,0,1,1,1,0.863,0.720958,0.757083,0.0908083,568,3272,3840,35.383,36.0479,75.7083,6.0841560999999995
207,2011-07-26,3,0,7,0,2,1,1,0.896,0.696979,0.540833,0.200258,750,3840,4590,36.736000000000004,34.84895,54.0833,13.417285999999999
208,2011-07-27,3,0,7,0,3,1,1,0.899,0.690667,0.402917,0.183463,755,3901,4656,36.859,34.53335,40.291700000000006,12.292020999999998
209,2011-07-28,3,0,7,0,4,1,1,0.904,0.7399,0.583333,0.178479,606,3784,4390,37.064,36.995,58.3333,11.958093
210,2011-07-29,3,0,7,0,5,1,1,0.973,0.785967,0.5425,0.174138,670,3176,3846,39.893,39.29835,54.25,11.667245999999999
211,2011-07-30,3,0,7,0,6,0,1,0.933,0.728537,0.465833,0.168537,1559,2916,4475,38.253,36.42685,46.5833,11.291979
212,2011-07-31,3,0,7,0,0,0,1,0.935,0.729796,0.480833,0.164813,1524,2778,4302,38.335,36.4898,48.0833,11.042470999999999
213,2011-08-01,3,0,8,0,1,1,1,0.896,0.703292,0.550833,0.156717,729,3537,4266,36.736000000000004,35.1646,55.0833,10.500039
214,2011-08-02,3,0,8,0,2,1,1,0.909,0.707071,0.49125,0.20585,801,4044,4845,37.269,35.35355,49.125,13.79195
215,2011-08-03,3,0,8,0,3,1,2,0.849,0.679937,0.6575,0.135583,467,3107,3574,34.809,33.99685,65.75,9.084061
216,2011-08-04,3,0,8,0,4,1,2,0.824,0.664788,0.7575,0.19715,799,3777,4576,33.784,33.2394,75.75,13.20905
217,2011-08-05,3,0,8,0,5,1,1,0.825,0.656567,0.630833,0.184696,1023,3843,4866,33.824999999999996,32.82835,63.083299999999994,12.374632
218,2011-08-06,3,0,8,0,6,0,2,0.832,0.676154,0.755,0.22825,1521,2773,4294,34.112,33.807700000000004,75.5,15.29275
219,2011-08-07,3,0,8,0,0,0,1,0.862,0.715292,0.752917,0.201487,1298,2487,3785,35.342,35.7646,75.29169999999999,13.499629
220,2011-08-08,3,0,8,0,1,1,1,0.888,0.703283,0.592083,0.192175,846,3480,4326,36.408,35.16415,59.2083,12.875725000000001
221,2011-08-09,3,0,8,0,2,1,1,0.899,0.724121,0.570417,0.151121,907,3695,4602,36.859,36.20605,57.04169999999999,10.125107
222,2011-08-10,3,0,8,0,3,1,1,0.89,0.684983,0.424167,0.200258,884,3896,4780,36.49,34.24915,42.4167,13.417285999999999
223,2011-08-11,3,0,8,0,4,1,1,0.833,0.651521,0.42375,0.164796,812,3980,4792,34.153,32.57605,42.375,11.041332
224,2011-08-12,3,0,8,0,5,1,1,0.822,0.654042,0.415,0.125621,1051,3854,4905,33.702,32.7021,41.5,8.416607
225,2011-08-13,3,0,8,0,6,0,2,0.796,0.645858,0.729583,0.211454,1504,2646,4150,32.636,32.2929,72.9583,14.167418
226,2011-08-14,3,0,8,0,0,0,2,0.785,0.624388,0.8175,0.222633,1338,2482,3820,32.185,31.219400000000004,81.75,14.916411
227,2011-08-15,3,0,8,0,1,1,1,0.773,0.616167,0.712083,0.208954,775,3563,4338,31.693,30.80835,71.20830000000001,13.999918
228,2011-08-16,3,0,8,0,2,1,1,0.813,0.645837,0.578333,0.236329,721,4004,4725,33.333,32.29185,57.8333,15.834043000000001
229,2011-08-17,3,0,8,0,3,1,1,0.839,0.666671,0.575417,0.143667,668,4026,4694,34.399,33.33355,57.5417,9.625689
230,2011-08-18,3,0,8,0,4,1,1,0.826,0.662258,0.654583,0.233208,639,3166,3805,33.866,33.1129,65.45830000000001,15.624936
231,2011-08-19,3,0,8,0,5,1,2,0.795,0.633221,0.722917,0.139308,797,3356,4153,32.595,31.661050000000003,72.2917,9.333635999999998
232,2011-08-20,3,0,8,0,6,0,1,0.809,0.648996,0.674167,0.104467,1914,3277,5191,33.169000000000004,32.4498,67.41669999999999,6.999289
233,2011-08-21,3,0,8,0,0,0,1,0.825,0.675525,0.77,0.248754,1249,2624,3873,33.824999999999996,33.776250000000005,77.0,16.666518
234,2011-08-22,3,0,8,0,1,1,1,0.803,0.638254,0.47,0.27675,833,3925,4758,32.923,31.9127,47.0,18.54225
235,2011-08-23,3,0,8,0,2,1,1,0.744,0.606067,0.455417,0.146763,1281,4614,5895,30.504,30.303350000000002,45.5417,9.833121
236,2011-08-24,3,0,8,0,3,1,1,0.781,0.630692,0.605,0.253108,949,4181,5130,32.021,31.5346,60.5,16.958236
237,2011-08-25,3,0,8,0,4,1,2,0.794,0.645854,0.771667,0.210833,435,3107,3542,32.554,32.2927,77.1667,14.125810999999999
238,2011-08-26,3,0,8,0,5,1,1,0.812,0.659733,0.76125,0.0839625,768,3893,4661,33.292,32.98665,76.125,5.625487499999999
239,2011-08-27,3,0,8,0,6,0,2,0.789,0.635556,0.85,0.375617,226,889,1115,32.349000000000004,31.7778,85.0,25.166338999999997
240,2011-08-28,3,0,8,0,0,0,1,0.821,0.647959,0.561765,0.304659,1415,2919,4334,33.661,32.397949999999994,56.1765,20.412153
241,2011-08-29,3,0,8,0,1,1,1,0.739,0.607958,0.554583,0.159825,729,3905,4634,30.299,30.3979,55.45830000000001,10.708275
242,2011-08-30,3,0,8,0,2,1,1,0.742,0.594704,0.548333,0.125008,775,4429,5204,30.422,29.7352,54.833299999999994,8.375536
243,2011-08-31,3,0,8,0,3,1,1,0.762,0.611121,0.597917,0.0833333,688,4370,5058,31.242,30.556050000000003,59.791700000000006,5.5833311
244,2011-09-01,3,0,9,0,4,1,1,0.76,0.614921,0.639167,0.141796,783,4332,5115,31.16,30.746050000000004,63.916700000000006,9.500332
245,2011-09-02,3,0,9,0,5,1,2,0.747,0.604808,0.727083,0.139929,875,3852,4727,30.627,30.2404,72.70830000000001,9.375243
246,2011-09-03,3,0,9,0,6,0,1,0.777,0.633213,0.716667,0.185325,1935,2549,4484,31.857,31.66065,71.6667,12.416775
247,2011-09-04,3,0,9,0,0,0,1,0.823,0.665429,0.742083,0.206467,2521,2419,4940,33.742999999999995,33.27145,74.20830000000001,13.833289
248,2011-09-05,3,0,9,1,1,0,2,0.781,0.625646,0.790417,0.212696,1236,2115,3351,32.021,31.282300000000003,79.0417,14.250632
249,2011-09-06,3,0,9,0,2,1,3,0.627,0.5152,0.886957,0.343943,204,2506,2710,25.707,25.759999999999998,88.6957,23.044181
250,2011-09-07,3,0,9,0,3,1,3,0.695,0.544229,0.917083,0.0970208,118,1878,1996,28.494999999999997,27.21145,91.7083,6.500393600000001
251,2011-09-08,3,0,9,0,4,1,3,0.736,0.555361,0.939565,0.192748,153,1689,1842,30.176,27.76805,93.9565,12.914116
252,2011-09-09,3,0,9,0,5,1,2,0.754,0.578946,0.897917,0.124379,417,3127,3544,30.914,28.9473,89.79169999999999,8.333393000000001
253,2011-09-10,3,0,9,0,6,0,1,0.766,0.607962,0.75375,0.153608,1750,3595,5345,31.406,30.3981,75.375,10.291736
254,2011-09-11,3,0,9,0,0,0,1,0.758,0.609229,0.71375,0.115054,1633,3413,5046,31.078,30.46145,71.375,7.708618
255,2011-09-12,3,0,9,0,1,1,1,0.748,0.60213,0.692174,0.088913,690,4023,4713,30.668,30.106500000000004,69.2174,5.957171000000001
256,2011-09-13,3,0,9,0,2,1,1,0.755,0.603554,0.7125,0.141804,701,4062,4763,30.955000000000002,30.1777,71.25,9.500868
257,2011-09-14,3,0,9,0,3,1,1,0.781,0.6269,0.697083,0.1673,647,4138,4785,32.021,31.345,69.7083,11.2091
258,2011-09-15,3,0,9,0,4,1,2,0.67,0.553671,0.709167,0.271146,428,3231,3659,27.470000000000002,27.68355,70.9167,18.166782
259,2011-09-16,3,0,9,0,5,1,2,0.544,0.461475,0.590417,0.164183,742,4018,4760,22.304000000000002,23.07375,59.0417,11.000261
260,2011-09-17,3,0,9,0,6,0,2,0.571,0.478512,0.718333,0.189675,1434,3077,4511,23.410999999999998,23.9256,71.8333,12.708225
261,2011-09-18,3,0,9,0,0,0,1,0.589,0.490537,0.695,0.178483,1353,2921,4274,24.148999999999997,24.52685,69.5,11.958361
262,2011-09-19,3,0,9,0,1,1,2,0.637,0.529675,0.69,0.151742,691,3848,4539,26.117,26.48375,69.0,10.166713999999999
263,2011-09-20,3,0,9,0,2,1,2,0.652,0.532217,0.88125,0.134954,438,3203,3641,26.732,26.610850000000003,88.125,9.041917999999999
264,2011-09-21,3,0,9,0,3,1,2,0.691,0.550533,0.9,0.0964042,539,3813,4352,28.331,27.526650000000004,90.0,6.4590814
265,2011-09-22,3,0,9,0,4,1,2,0.729,0.554963,0.902083,0.128125,555,4240,4795,29.889,27.74815,90.2083,8.584375
266,2011-09-23,4,0,9,0,5,1,2,0.707,0.522125,0.9725,0.0783667,258,2137,2395,28.987,26.106249999999996,97.25,5.2505689
267,2011-09-24,4,0,9,0,6,0,2,0.704,0.564412,0.8625,0.0783833,1776,3647,5423,28.863999999999997,28.2206,86.25,5.2516811
268,2011-09-25,4,0,9,0,0,0,2,0.736,0.572637,0.845,0.0503792,1544,3466,5010,30.176,28.631849999999996,84.5,3.3754064
269,2011-09-26,4,0,9,0,1,1,2,0.753,0.589042,0.848333,0.1107,684,3946,4630,30.873,29.452099999999998,84.8333,7.4169
270,2011-09-27,4,0,9,0,2,1,2,0.739,0.574525,0.885417,0.118171,477,3643,4120,30.299,28.726249999999997,88.5417,7.917457
271,2011-09-28,4,0,9,0,3,1,2,0.737,0.575158,0.84875,0.148629,480,3427,3907,30.217,28.757899999999996,84.875,9.958143000000002
272,2011-09-29,4,0,9,0,4,1,1,0.716,0.574512,0.699167,0.172883,653,4186,4839,29.355999999999998,28.7256,69.91669999999999,11.583161
273,2011-09-30,4,0,9,0,5,1,1,0.655,0.544829,0.6475,0.206475,830,4372,5202,26.855,27.24145,64.75,13.833825
274,2011-10-01,4,0,10,0,6,0,2,0.476,0.412863,0.75375,0.292296,480,1949,2429,19.516,20.64315,75.375,19.583832
275,2011-10-02,4,0,10,0,0,0,2,0.414,0.345317,0.791667,0.222013,616,2302,2918,16.974,17.26585,79.1667,14.874870999999999
276,2011-10-03,4,0,10,0,1,1,2,0.446,0.392046,0.760833,0.0833458,330,3240,3570,18.286,19.6023,76.0833,5.5841686
277,2011-10-04,4,0,10,0,2,1,1,0.562,0.472858,0.71,0.205854,486,3970,4456,23.042,23.6429,71.0,13.792218
278,2011-10-05,4,0,10,0,3,1,1,0.625,0.527138,0.647917,0.17725,559,4267,4826,25.625,26.3569,64.79169999999999,11.87575
279,2011-10-06,4,0,10,0,4,1,1,0.574,0.480425,0.620833,0.134954,639,4126,4765,23.534,24.02125,62.083299999999994,9.041917999999999
280,2011-10-07,4,0,10,0,5,1,1,0.593,0.504404,0.684167,0.0223917,949,4036,4985,24.313,25.2202,68.41669999999999,1.5002439
281,2011-10-08,4,0,10,0,6,0,1,0.605,0.513242,0.70125,0.0454042,2235,3174,5409,24.805,25.6621,70.125,3.0420814
282,2011-10-09,4,0,10,0,0,0,1,0.628,0.523983,0.7275,0.06345,2397,3114,5511,25.748,26.19915,72.75,4.251150000000001
283,2011-10-10,4,0,10,1,1,0,1,0.662,0.542925,0.73375,0.0423042,1514,3603,5117,27.142000000000003,27.14625,73.375,2.8343814
284,2011-10-11,4,0,10,0,2,1,2,0.658,0.546096,0.80875,0.143042,667,3896,4563,26.978,27.3048,80.875,9.583814
285,2011-10-12,4,0,10,0,3,1,3,0.631,0.517717,0.90625,0.24815,217,2199,2416,25.871,25.885849999999998,90.625,16.62605
286,2011-10-13,4,0,10,0,4,1,2,0.684,0.551804,0.896667,0.141787,290,2623,2913,28.044,27.5902,89.6667,9.499729
287,2011-10-14,4,0,10,0,5,1,2,0.639,0.529675,0.71625,0.223883,529,3115,3644,26.199,26.48375,71.625,15.000161
288,2011-10-15,4,0,10,0,6,0,1,0.588,0.498725,0.483333,0.258083,1899,3318,5217,24.107999999999997,24.936249999999998,48.3333,17.291561
289,2011-10-16,4,0,10,0,0,0,1,0.594,0.503154,0.486667,0.281717,1748,3293,5041,24.354,25.1577,48.6667,18.875039
290,2011-10-17,4,0,10,0,1,1,1,0.62,0.510725,0.579583,0.175379,713,3857,4570,25.419999999999998,25.53625,57.958299999999994,11.750393
291,2011-10-18,4,0,10,0,2,1,2,0.618,0.522721,0.701667,0.110087,637,4111,4748,25.338,26.13605,70.1667,7.375829
292,2011-10-19,4,0,10,0,3,1,3,0.629,0.513848,0.895217,0.243339,254,2170,2424,25.789,25.6924,89.52170000000001,16.303713
293,2011-10-20,4,0,10,0,4,1,1,0.552,0.466525,0.63625,0.422275,471,3724,4195,22.632,23.32625,63.625,28.292425
294,2011-10-21,4,0,10,0,5,1,1,0.496,0.423596,0.574167,0.221396,676,3628,4304,20.336,21.1798,57.4167,14.833532
295,2011-10-22,4,0,10,0,6,0,1,0.49,0.425492,0.629167,0.0926667,1499,2809,4308,20.09,21.2746,62.916700000000006,6.2086689
296,2011-10-23,4,0,10,0,0,0,1,0.489,0.422333,0.74125,0.0995125,1619,2762,4381,20.049,21.11665,74.125,6.6673375
297,2011-10-24,4,0,10,0,1,1,1,0.538,0.457067,0.772083,0.118792,699,3488,4187,22.058,22.85335,77.2083,7.959064
298,2011-10-25,4,0,10,0,2,1,1,0.547,0.463375,0.622917,0.166658,695,3992,4687,22.427000000000003,23.16875,62.291700000000006,11.166086
299,2011-10-26,4,0,10,0,3,1,2,0.562,0.472846,0.720417,0.148642,404,3490,3894,23.042,23.6423,72.04169999999999,9.959014
300,2011-10-27,4,0,10,0,4,1,2,0.545,0.457046,0.812917,0.197763,240,2419,2659,22.345000000000002,22.8523,81.2917,13.250121
301,2011-10-28,4,0,10,0,5,1,2,0.384,0.318812,0.585833,0.229479,456,3291,3747,15.744,15.9406,58.58330000000001,15.375093
302,2011-10-29,4,0,10,0,6,0,3,0.295,0.227913,0.8825,0.351371,57,570,627,12.094999999999999,11.39565,88.25,23.541857
303,2011-10-30,4,0,10,0,0,0,1,0.37,0.321329,0.62375,0.176617,885,2446,3331,15.17,16.06645,62.375,11.833339
304,2011-10-31,4,0,10,0,1,1,1,0.395,0.356063,0.703333,0.10635,362,3307,3669,16.195,17.803150000000002,70.3333,7.12545
305,2011-11-01,4,0,11,0,2,1,1,0.465,0.397088,0.68375,0.135571,410,3658,4068,19.065,19.8544,68.375,9.083257
306,2011-11-02,4,0,11,0,3,1,1,0.438,0.390133,0.71875,0.0820917,370,3816,4186,17.958,19.50665,71.875,5.5001439
307,2011-11-03,4,0,11,0,4,1,1,0.474,0.405921,0.702083,0.136817,318,3656,3974,19.433999999999997,20.296049999999997,70.20830000000001,9.166739
308,2011-11-04,4,0,11,0,5,1,2,0.468,0.403392,0.6225,0.271779,470,3576,4046,19.188000000000002,20.1696,62.25000000000001,18.209193
309,2011-11-05,4,0,11,0,6,0,1,0.379,0.323854,0.519167,0.189062,1156,2770,3926,15.539,16.1927,51.916700000000006,12.667154
310,2011-11-06,4,0,11,0,0,0,1,0.404,0.362358,0.734583,0.0920542,952,2697,3649,16.564,18.117900000000002,73.4583,6.1676314
311,2011-11-07,4,0,11,0,1,1,1,0.458,0.400871,0.75875,0.057225,373,3662,4035,18.778000000000002,20.04355,75.875,3.834075
312,2011-11-08,4,0,11,0,2,1,1,0.474,0.412246,0.721667,0.0690375,376,3829,4205,19.433999999999997,20.6123,72.16669999999999,4.6255125
313,2011-11-09,4,0,11,0,3,1,1,0.464,0.409079,0.758333,0.0621958,305,3804,4109,19.024,20.453950000000003,75.83330000000001,4.1671186
314,2011-11-10,4,0,11,0,4,1,2,0.441,0.373721,0.813333,0.189067,190,2743,2933,18.081,18.68605,81.3333,12.667489000000002
315,2011-11-11,4,0,11,1,5,0,1,0.376,0.306817,0.44625,0.314675,440,2928,3368,15.416,15.34085,44.625,21.083225
316,2011-11-12,4,0,11,0,6,0,1,0.414,0.357942,0.552917,0.212062,1275,2792,4067,16.974,17.8971,55.2917,14.208154
317,2011-11-13,4,0,11,0,0,0,1,0.512,0.43055,0.458333,0.281721,1004,2713,3717,20.992,21.5275,45.8333,18.875307
318,2011-11-14,4,0,11,0,1,1,1,0.615,0.524612,0.587083,0.306596,595,3891,4486,25.215,26.2306,58.7083,20.541932
319,2011-11-15,4,0,11,0,2,1,2,0.615,0.507579,0.68875,0.199633,449,3746,4195,25.215,25.37895,68.875,13.375411
320,2011-11-16,4,0,11,0,3,1,3,0.53,0.451988,0.93,0.136829,145,1672,1817,21.73,22.5994,93.0,9.167543
321,2011-11-17,4,0,11,0,4,1,2,0.397,0.323221,0.575833,0.305362,139,2914,3053,16.277,16.16105,57.5833,20.459254
322,2011-11-18,4,0,11,0,5,1,1,0.318,0.272721,0.41,0.168533,245,3147,3392,13.038,13.63605,41.0,11.291711
323,2011-11-19,4,0,11,0,6,0,1,0.382,0.324483,0.502083,0.224496,943,2720,3663,15.662,16.22415,50.208299999999994,15.041232
324,2011-11-20,4,0,11,0,0,0,2,0.538,0.457058,0.684583,0.18595,787,2733,3520,22.058,22.8529,68.45830000000001,12.45865
325,2011-11-21,4,0,11,0,1,1,3,0.519,0.445062,0.91,0.138054,220,2545,2765,21.279,22.2531,91.0,9.249618
326,2011-11-22,4,0,11,0,2,1,3,0.484,0.421696,0.9625,0.118792,69,1538,1607,19.844,21.0848,96.25,7.959064
327,2011-11-23,4,0,11,0,3,1,2,0.512,0.430537,0.757917,0.335825,112,2454,2566,20.992,21.52685,75.79169999999999,22.500275
328,2011-11-24,4,0,11,1,4,0,1,0.433,0.372471,0.549167,0.167304,560,935,1495,17.753,18.62355,54.9167,11.209368000000001
329,2011-11-25,4,0,11,0,5,1,1,0.435,0.380671,0.64375,0.0988958,1095,1697,2792,17.835,19.033549999999998,64.375,6.6260186
330,2011-11-26,4,0,11,0,6,0,1,0.436,0.385087,0.681667,0.0684208,1249,1819,3068,17.876,19.254350000000002,68.1667,4.5841936
331,2011-11-27,4,0,11,0,0,0,1,0.533,0.4558,0.698333,0.208954,810,2261,3071,21.853,22.79,69.8333,13.999918
332,2011-11-28,4,0,11,0,1,1,1,0.584,0.490122,0.743043,0.142122,253,3614,3867,23.944,24.5061,74.3043,9.522174
333,2011-11-29,4,0,11,0,2,1,2,0.532,0.451375,0.830833,0.258092,96,2818,2914,21.812,22.56875,83.08330000000001,17.292164
334,2011-11-30,4,0,11,0,3,1,1,0.377,0.311221,0.613333,0.271158,188,3425,3613,15.457,15.561050000000002,61.3333,18.167586
335,2011-12-01,4,0,12,0,4,1,1,0.363,0.305554,0.524583,0.220158,182,3545,3727,14.883,15.2777,52.4583,14.750586
336,2011-12-02,4,0,12,0,5,1,1,0.365,0.331433,0.625833,0.100754,268,3672,3940,14.965,16.571649999999998,62.583299999999994,6.750518
337,2011-12-03,4,0,12,0,6,0,1,0.347,0.310604,0.612917,0.0957833,706,2908,3614,14.226999999999999,15.530199999999999,61.291700000000006,6.4174811
338,2011-12-04,4,0,12,0,0,0,1,0.384,0.3491,0.775833,0.0839583,634,2851,3485,15.744,17.455000000000002,77.5833,5.6252061
339,2011-12-05,4,0,12,0,1,1,2,0.448,0.393925,0.827083,0.0622083,233,3578,3811,18.368000000000002,19.696250000000003,82.70830000000001,4.1679561000000005
340,2011-12-06,4,0,12,0,2,1,3,0.537,0.4564,0.949583,0.232583,126,2468,2594,22.017000000000003,22.82,94.9583,15.583061
341,2011-12-07,4,0,12,0,3,1,3,0.476,0.400246,0.970417,0.266175,50,655,705,19.516,20.0123,97.04169999999999,17.833725
342,2011-12-08,4,0,12,0,4,1,1,0.309,0.256938,0.58,0.240058,150,3172,3322,12.669,12.8469,57.99999999999999,16.083886
343,2011-12-09,4,0,12,0,5,1,1,0.338,0.317542,0.695833,0.0827167,261,3359,3620,13.858,15.877099999999999,69.58330000000001,5.5420189
344,2011-12-10,4,0,12,0,6,0,1,0.319,0.266412,0.5075,0.233221,502,2688,3190,13.079,13.320599999999999,50.74999999999999,15.625807
345,2011-12-11,4,0,12,0,0,0,1,0.256,0.253154,0.49,0.0665417,377,2366,2743,10.496,12.6577,49.0,4.458293899999999
346,2011-12-12,4,0,12,0,1,1,1,0.277,0.270196,0.670833,0.06345,143,3167,3310,11.357000000000001,13.5098,67.08330000000001,4.251150000000001
347,2011-12-13,4,0,12,0,2,1,1,0.328,0.301138,0.59,0.14055,155,3368,3523,13.448,15.0569,59.0,9.41685
348,2011-12-14,4,0,12,0,3,1,2,0.368,0.338362,0.66375,0.0609583,178,3562,3740,15.088,16.9181,66.375,4.0842061
349,2011-12-15,4,0,12,0,4,1,2,0.49,0.412237,0.634167,0.268042,181,3528,3709,20.09,20.61185,63.416700000000006,17.958814
350,2011-12-16,4,0,12,0,5,1,2,0.435,0.359825,0.500417,0.260575,178,3399,3577,17.835,17.99125,50.0417,17.458525
351,2011-12-17,4,0,12,0,6,0,2,0.3,0.249371,0.560833,0.243167,275,2464,2739,12.299999999999999,12.46855,56.0833,16.292189
352,2011-12-18,4,0,12,0,0,0,1,0.277,0.245579,0.58625,0.169779,220,2211,2431,11.357000000000001,12.27895,58.62500000000001,11.375193000000001
353,2011-12-19,4,0,12,0,1,1,1,0.321,0.280933,0.6375,0.172896,260,3143,3403,13.161,14.04665,63.74999999999999,11.584031999999999
354,2011-12-20,4,0,12,0,2,1,2,0.448,0.396454,0.595417,0.0615708,216,3534,3750,18.368000000000002,19.822699999999998,59.5417,4.1252436
355,2011-12-21,1,0,12,0,3,1,2,0.497,0.428017,0.858333,0.2214,107,2553,2660,20.377,21.40085,85.83330000000001,14.8338
356,2011-12-22,1,0,12,0,4,1,2,0.491,0.426121,0.7575,0.047275,227,2841,3068,20.131,21.306050000000003,75.75,3.1674249999999997
357,2011-12-23,1,0,12,0,5,1,1,0.433,0.377513,0.68625,0.274246,163,2046,2209,17.753,18.87565,68.625,18.374482
358,2011-12-24,1,0,12,0,6,0,1,0.351,0.299242,0.5425,0.190304,155,856,1011,14.390999999999998,14.9621,54.25,12.750368
359,2011-12-25,1,0,12,0,0,0,1,0.319,0.279961,0.681304,0.155091,303,451,754,13.079,13.998050000000001,68.13040000000001,10.391097
360,2011-12-26,1,0,12,1,1,0,1,0.373,0.315535,0.506957,0.239465,430,887,1317,15.293,15.77675,50.6957,16.044155
361,2011-12-27,1,0,12,0,2,1,2,0.377,0.327633,0.7625,0.18845,103,1059,1162,15.457,16.38165,76.25,12.62615
362,2011-12-28,1,0,12,0,3,1,1,0.347,0.279974,0.503913,0.293961,255,2047,2302,14.226999999999999,13.9987,50.39130000000001,19.695386999999997
363,2011-12-29,1,0,12,0,4,1,1,0.288,0.263892,0.574167,0.119412,254,2169,2423,11.808,13.194600000000001,57.4167,8.000604000000001
364,2011-12-30,1,0,12,0,5,1,1,0.362,0.318812,0.636667,0.134337,491,2508,2999,14.841999999999999,15.9406,63.6667,9.000579
365,2011-12-31,1,0,12,0,6,0,1,0.476,0.414121,0.615833,0.220154,665,1820,2485,19.516,20.70605,61.583299999999994,14.750318
366,2012-01-01,1,1,1,0,0,0,1,0.429,0.375621,0.6925,0.192167,686,1608,2294,17.589,18.78105,69.25,12.875189
367,2012-01-02,1,1,1,1,1,0,1,0.317,0.252304,0.381304,0.329665,244,1707,1951,12.997,12.615199999999998,38.130399999999995,22.087555
368,2012-01-03,1,1,1,0,2,1,1,0.174,0.126275,0.44125,0.365671,89,2147,2236,7.1339999999999995,6.31375,44.125,24.499957000000002
369,2012-01-04,1,1,1,0,3,1,2,0.125,0.119337,0.414583,0.1847,95,2273,2368,5.125,5.96685,41.4583,12.3749
370,2012-01-05,1,1,1,0,4,1,1,0.309,0.278412,0.524167,0.129987,140,3132,3272,12.669,13.9206,52.416700000000006,8.709128999999999
371,2012-01-06,1,1,1,0,5,1,1,0.388,0.340267,0.542083,0.167908,307,3791,4098,15.908000000000001,17.01335,54.2083,11.249836
372,2012-01-07,1,1,1,0,6,0,1,0.456,0.390779,0.531667,0.174758,1070,3451,4521,18.696,19.53895,53.1667,11.708786
373,2012-01-08,1,1,1,0,0,0,1,0.392,0.340258,0.465,0.191542,599,2826,3425,16.072,17.012900000000002,46.5,12.833314
374,2012-01-09,1,1,1,0,1,1,2,0.26,0.247479,0.701667,0.0989,106,2270,2376,10.66,12.37395,70.1667,6.6263000000000005
375,2012-01-10,1,1,1,0,2,1,1,0.358,0.318826,0.646522,0.187552,173,3425,3598,14.677999999999999,15.9413,64.65220000000001,12.565984
376,2012-01-11,1,1,1,0,3,1,2,0.318,0.282821,0.8475,0.131221,92,2085,2177,13.038,14.14105,84.75,8.791807
377,2012-01-12,1,1,1,0,4,1,2,0.444,0.381938,0.802917,0.180967,269,3828,4097,18.204,19.0969,80.2917,12.124789
378,2012-01-13,1,1,1,0,5,1,1,0.318,0.249362,0.5075,0.378108,174,3040,3214,13.038,12.4681,50.74999999999999,25.333236
379,2012-01-14,1,1,1,0,6,0,1,0.209,0.183087,0.4575,0.187183,333,2160,2493,8.568999999999999,9.15435,45.75,12.541260999999999
380,2012-01-15,1,1,1,0,0,0,1,0.193,0.161625,0.419167,0.251258,284,2027,2311,7.913,8.081249999999999,41.9167,16.834286
381,2012-01-16,1,1,1,1,1,0,1,0.221,0.190663,0.5225,0.231358,217,2081,2298,9.061,9.53315,52.25,15.500986000000001
382,2012-01-17,1,1,1,0,2,1,2,0.433,0.364278,0.716087,0.34913,127,2808,2935,17.753,18.2139,71.6087,23.39171
383,2012-01-18,1,1,1,0,3,1,1,0.352,0.275254,0.443333,0.415429,109,3267,3376,14.431999999999999,13.7627,44.333299999999994,27.833743
384,2012-01-19,1,1,1,0,4,1,1,0.221,0.190038,0.4975,0.220158,130,3162,3292,9.061,9.501900000000001,49.75,14.750586
385,2012-01-20,1,1,1,0,5,1,2,0.252,0.220958,0.45,0.20275,115,3048,3163,10.332,11.047899999999998,45.0,13.58425
